@relation all_all_all_all-standard_config_performanceValues-weka.filters.unsupervised.attribute.Remove-R1

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.lazy.IBk numeric

@data
0.544959,96303816,1783404,28308,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.803436,0.184783,0.612871,0.076087,0.83738,0.160326,0.65223,0.83738,0.160326,0.65223,0.83738,0.160326,0.65223,0.630435,232,337,84,2.649195,70.75731,337,1.58053,28.089867,22.333333,48.571429,0.894771,31.107422,22.333333,0.705459,12.710387,2,24,-0.931788,2.94812,2,-0.462969,0.711684,0.369565,136,0.868408,0.19837,0.578776,5,2,28,368,361,1927,7,21,0.178571,0.980978,0.187015,0.25,0.75,-0.929146,4.962319,0.018636,1.927064,0.844197,30.521886,0.964515,10.865663,2.027071,45.656798,1.39429,27.70488,0.5,0.369565,0,0.5,0.369565,0,0.5,0.369565,0,0.798886,0.206522,0.545738,0.798886,0.206522,0.545738,0.798886,0.206522,0.545738,73.266181,18.644545,73.266181,0.79304,0.19837,0.574937,80
0.23937,400,100,25,0.828395,0.3375,0.495851,0.981501,0.097531,0.855537,0.996244,0.037269,0.945144,0.828395,0.3375,0.495851,0.000694,0.972937,0.100463,0.851282,0.973559,0.09838,0.854358,0.976899,0.09267,0.862777,0.333333,4320,5,0,0,0,5,0,0,3.555556,0,0,0,3.555556,0,0,2,0,0,0,2,0,0,0.000154,2,0.981501,0.097531,0.855537,1,5,9,12960,0,0,0,9,0.111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.859045,0.290278,0.570057,0.943416,0.168364,0.750629,0.969775,0.10787,0.840319,0.651861,0.511728,0.244428,0.808788,0.390509,0.422566,0.929474,0.230864,0.658366,1.013794,0,1.013794,0.996244,0.037269,0.945144,97.543137
0.544959,10777536,244944,4536,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.803436,0.184783,0.612871,0.0625,0.84375,0.144022,0.680723,0.84375,0.144022,0.680723,0.84375,0.144022,0.680723,0.630435,232,6,84,2.649195,70.75731,6,1.58053,28.089867,3.5625,48.571429,0.894771,31.107422,3.5625,0.705459,12.710387,2,24,-0.931788,2.94812,2,-0.462969,0.711684,0.369565,136,0.843338,0.220109,0.538176,3,2,23,368,361,1927,7,16,0.130435,0.980978,0.22767,0.304348,0.695652,-0.929146,4.962319,0.018636,1.927064,0.844197,30.521886,0.964515,10.865663,2.027071,45.656798,1.39429,27.70488,0.841373,0.168478,0.637335,0.841373,0.168478,0.637335,0.841373,0.168478,0.637335,0.812969,0.247283,0.474912,0.812969,0.247283,0.474912,0.812969,0.247283,0.474912,1.152895,18.644545,1.152895,0.778287,0.206522,0.549949,78.317757
0.092543,83521,4913,289,0.685479,0.801779,0.108955,0.987861,0.085765,0.904705,0.990729,0.016904,0.981217,0.685479,0.801779,0.108955,0.011566,0.952995,0.119751,0.86694,0.950637,0.119751,0.866939,0.948723,0.122064,0.864369,0.101779,572,10,17,2807.498576,11.98968,10,52.995278,6.518238,10,14.28125,168.553869,4.911243,10,5.451186,3.686292,10,1,-1.64652,0,10,-1.302992,0,0.098577,554,0.984088,0.090569,0.899368,0,10,65,5620,0,0,64,1,0,0,0,0.984615,0.015385,-1.372991,0.261032,-0.329927,0.967117,0.077216,4.565569,0.559945,4.301747,20.296405,9.049155,4.066612,5.866372,0.685479,0.801779,0.108955,0.797973,0.645552,0.282782,0.885155,0.431495,0.520875,0.690197,0.815836,0.092555,0.794679,0.685231,0.238702,0.863946,0.488078,0.457582,0,5.128411,0,0.990616,0.016904,0.981217,98.433014
0.978229,3061428000,18008400,83760,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.859038,0.144928,0.711618,0.023188,0.892857,0.16087,0.673994,0.892857,0.16087,0.673994,0.892857,0.16087,0.673994,0.555072,383,14,349,214.669972,1017.385507,14,13.140655,5210.102598,4.2,188.166667,49.931704,207.05843,4.2,4.423867,901.509141,2,23,1.119236,2.223406,2,1.145892,3.346513,0.444928,307,0.894012,0.215942,0.549265,5,2,16,690,37,67,6,10,0.3125,0.053623,0.006069,0.375,0.625,1.985325,2.355851,1.403083,4.483833,15.348781,18.163448,2.807662,8.468013,91.789567,392.357455,7.149554,1432.880726,0.885777,0.144928,0.710515,0.885777,0.144928,0.710515,0.885777,0.144928,0.710515,0.767221,0.249275,0.49105,0.767221,0.249275,0.49105,0.767221,0.249275,0.49105,4.049691,109.579956,4.049691,0.818419,0.178261,0.638282,79.509804
0.873355,3871145871990,3621277710,2595898,0.747085,0.068701,0.579507,0.961206,0.062306,0.674331,0.863562,0.045496,0.750421,0.747085,0.068701,0.579507,0.00201,0.899511,0.035812,0.800953,0.898279,0.035629,0.800904,0.908935,0.033802,0.814757,0.89768,4913,5,1718,4816.887815,1198.405628,5,67.425406,4849.37695,5,909.2,652.829669,253.327586,5,14.711452,840.233619,5,104,0.691928,0.368642,5,-0.834717,0.170661,0.005116,28,0.94893,0.086607,0.592812,0,5,11,5473,0,0,10,1,0,0,0,0.909091,0.090909,3.990658,4.860722,1.985557,14.264862,123.988234,51.661111,8.931144,91.900389,528.481233,459.725105,19.735328,1423.125887,0.747085,0.068701,0.579507,0.823953,0.054815,0.691844,0.902175,0.045496,0.756715,0.747085,0.068701,0.579507,0.819401,0.05719,0.679362,0.892716,0.050978,0.735053,0,508.74438,0,0.87077,0.044217,0.758466,96.009792
0.56957,16108290,1610829,48813,0.720829,0.273,0.305697,0.720829,0.273,0.305697,0.720829,0.273,0.305697,0.664762,0.3,0,0.021,0.661748,0.279,0.244312,0.661748,0.279,0.244312,0.661748,0.279,0.244312,0.7,700,10,921,4.29259,3271.258,10,1.949628,2822.736876,4,145.857143,0.924278,476.583857,4,0.920379,407.047619,2,2,-1.381449,1.155,2,-0.531348,0.362086,0.3,300,0.786048,0.248,0.37247,3,2,21,1000,0,0,7,14,0.142857,0,0,0.333333,0.666667,-1.210473,1.407,-0.27257,0.577654,0.919781,2.973,1.094184,1.118715,1.649274,35.546,1.909445,12.058814,0.700293,0.269,0.222543,0.700293,0.269,0.222543,0.700293,0.269,0.222543,0.658024,0.298,0.278101,0.658024,0.298,0.278101,0.658024,0.298,0.278101,2.038099,342.362103,2.038099,0.649048,0.286,0.304475,70.469799
0.102902,104060401,1030301,10201,0.717337,0.795852,0.111762,0.977857,0.160571,0.821562,0.994641,0.009643,0.989283,0.717337,0.795852,0.111762,0.001547,0.984112,0.055495,0.938328,0.98361,0.053402,0.940653,0.983306,0.052129,0.942068,0.104076,1144,10,101,3.050747,85.120269,10,0.948265,41.7604,10,100.5,-0.501043,50.711046,10,-0.039196,29.774238,10,96,-1.685793,28.845342,10,-1.491183,16.218571,0.095979,1055,0.979688,0.142558,0.841573,0,10,17,10992,0,0,16,1,0,0,0,0.941176,0.058824,-1.19726,35.906364,-0.42509,26.50641,-0.783902,48.52893,0.086459,30.241492,-0.260617,59.604417,0.447357,34.227219,0.717337,0.795852,0.111762,0.849829,0.620997,0.307821,0.922047,0.391739,0.564658,0.713708,0.795761,0.111863,0.833846,0.638464,0.28764,0.910012,0.408024,0.546416,0,1.414214,0,0.9956,0.007915,0.991204,99.219988
0.629213,108,36,12,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.468428,0.3,-0.021008,0.1,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.711111,64,4,?,?,?,4,?,?,2.888889,?,?,?,2.888889,?,?,2,?,?,?,2,?,?,0.022222,2,0.399359,0.366667,-0.133588,2,3,9,90,3,3,0,9,0.222222,0.033333,0.003704,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.461852,0.455556,-0.103469,0.461852,0.455556,-0.103469,0.461852,0.455556,-0.103469,0.600925,?,0.600925,0.408812,0.355556,-0.066667,66.4
0.421918,5760,1440,360,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,0.786872,0.497268,0.339717,0.095628,0.969618,0.065574,0.917568,0.969618,0.065574,0.917568,0.969618,0.065574,0.917568,0.306011,112,6,60,-0.707909,36.296089,6,0.073352,15.324557,3.970588,60,-0.707909,36.296089,3.970588,0.073352,15.324557,2,60,-0.707909,36.296089,2,0.073352,15.324557,0.054645,20,0.998014,0.035519,0.955509,1,6,35,366,8,8,1,34,0.028571,0.021858,0.000625,0.028571,0.971429,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,0.975215,0.101093,0.871715,0.975215,0.101093,0.871715,0.975215,0.101093,0.871715,0.948439,0.101093,0.873556,0.948439,0.101093,0.873556,0.948439,0.101093,0.873556,0.521379,0,0.521379,0.960868,0.068306,0.914689,93.663366
0.148116,5474014026840,4638994938,3649878,0.774948,0.715584,0.165152,0.972729,0.164935,0.807576,0.970696,0.049784,0.941919,0.774948,0.715584,0.165152,0.008658,0.982446,0.056277,0.934343,0.982446,0.056277,0.934343,0.98187,0.05671,0.933838,0.142857,330,7,1922,339.221094,124.913853,7,16.900935,72.956532,7,670,38.517191,24.633144,7,3.320959,25.314714,7,1,-1.215871,-12.69086,7,-0.885361,0,0.142857,330,0.970755,0.197403,0.769697,0,7,20,2310,0,0,19,1,0,0,0,0.95,0.05,0.094972,0.014334,0.691097,1.545336,0.688741,8.243692,1.302781,19.571819,34.340119,37.051595,5.366955,43.527458,0.774619,0.715584,0.165152,0.888407,0.435498,0.491919,0.953295,0.190909,0.777273,0.77423,0.714286,0.166667,0.883055,0.440693,0.485859,0.928985,0.301299,0.648485,0,581.79712,0,0.97259,0.048485,0.943434,96.705539
0.550196,3243351936,23848176,128216,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.711119,0.272135,0.391059,0.011719,0.707437,0.276042,0.381774,0.707437,0.276042,0.381774,0.707437,0.276042,0.381774,0.651042,500,2,517,7.21426,120.894531,2,2.272251,115.244002,2,156.75,2.775362,44.985791,2,0.529246,25.733743,2,17,-0.520072,0.471876,2,-1.843608,0.331329,0.348958,268,0.808269,0.240885,0.458124,1,2,9,768,0,0,8,1,0.111111,0,0,0.888889,0.111111,0.27961,8.017904,-0.294393,4.498224,1.966801,32.616732,0.537714,13.856225,5.491254,77.125977,1.722332,28.818415,0.762914,0.282552,0.351775,0.762914,0.282552,0.351775,0.762914,0.282552,0.351775,0.664448,0.307292,0.327196,0.664448,0.307292,0.327196,0.664448,0.307292,0.327196,0,166.099583,0,0.643403,0.309896,0.296032,70.789474
0.886502,2363021388,16185078,69167,0.932213,0.034464,0.742017,0.934017,0.040827,0.606727,0.867693,0.038706,0.650644,0.932213,0.034464,0.742017,0.007953,0.928415,0.018558,0.837945,0.928415,0.018558,0.837945,0.92883,0.018293,0.843128,0.938759,3541,5,287,238.181462,110.469649,5,13.882653,35.604248,2.086957,152.857143,51.413135,46.43669,2.086957,3.569192,19.053878,1,0,4.073471,0.995,1,1.232674,0.195457,0.061241,231,0.921867,0.074231,0.519631,21,2,30,3772,3772,6064,7,23,0.7,1,0.053588,0.233333,0.766667,5.982197,1.758875,1.258947,0.66944,8.871304,28.411323,1.538153,22.303214,90.942488,108.856921,4.937524,33.718335,0.812337,0.049841,0.490198,0.92974,0.029958,0.757602,0.934157,0.020414,0.820646,0.599975,0.061241,0,0.76063,0.061241,0,0.836032,0.058855,0.097259,0.668312,105.178307,0.668312,0.789559,0.041092,0.615379,95.394154
0.979104,31026996,492492,6396,0.892164,0.205357,0.71111,0.892164,0.205357,0.71111,0.892164,0.205357,0.71111,0.776887,0.354167,0.448527,0.02381,0.88597,0.193452,0.729502,0.88597,0.193452,0.729502,0.88597,0.193452,0.729502,0.425595,143,8,82,336,0.501488,8,18.330303,0.215751,8,51.857143,51.976031,0.499566,8,3.605501,0.143729,8,2,-1.044754,0.495476,8,-0.165956,0.027277,0.005952,2,0.962896,0.169643,0.764772,0,8,8,336,0,0,7,1,0,0,0,0.875,0.125,-0.938214,0.499732,0.062867,0.088495,0.259415,0.50003,0.41422,0.148157,29.079409,0.500179,5.559348,0.209411,0.903507,0.241071,0.66094,0.903507,0.241071,0.66094,0.903507,0.241071,0.66094,0.841387,0.252976,0.655235,0.841387,0.252976,0.655235,0.841387,0.252976,0.655235,0,35.049625,0,0.884132,0.181548,0.748845,80
0.995169,1835993952,8912592,43056,0.652224,0.370192,0.257694,0.652224,0.370192,0.257694,0.652224,0.370192,0.257694,0.647581,0.336538,0.313143,0.293269,0.704467,0.331731,0.334816,0.704467,0.331731,0.334816,0.704467,0.331731,0.334816,0.533654,111,2,208,20.736121,0.702155,2,3.401697,0.264121,2,187.6,2.276777,0.281321,2,0.96722,0.142238,2,109,-1.210104,0.006507,2,-0.788909,0.005031,0.466346,97,0.794236,0.326923,0.355744,1,2,61,208,0,0,60,1,0.016393,0,0,0.983607,0.016393,-0.552121,0.05242,0.449359,0.040453,0.848534,0.261763,0.940069,0.146295,3.607024,0.433585,1.693278,0.237218,0.713801,0.288462,0.410487,0.713801,0.288462,0.410487,0.713801,0.288462,0.410487,0.696062,0.302885,0.391869,0.696062,0.302885,0.391869,0.696062,0.302885,0.391869,0,28.122733,0,0.82999,0.168269,0.661269,87
0.262911,480724244,3614468,25454,0.775531,0.35514,0.500046,0.775531,0.35514,0.500046,0.775531,0.35514,0.500046,0.699785,0.565421,0.229437,0.046729,0.804528,0.35514,0.512616,0.804528,0.35514,0.512616,0.804528,0.35514,0.512616,0.35514,76,6,178,54.689699,72.650935,6,6.551648,1.442408,6,104.333333,9.908544,11.265852,6,1.652594,0.689541,6,32,-0.410319,0.057009,6,-1.152559,0.003037,0.042056,9,0.715213,0.495327,0.323633,0,6,10,214,0,0,9,1,0,0,0,0.9,0.1,2.361292,0.336051,-0.138133,0.297329,3.052232,1.518365,1.625431,0.652192,9.611531,11.182407,2.731739,1.119879,0.78626,0.401869,0.426434,0.78626,0.401869,0.426434,0.78626,0.401869,0.426434,0.763894,0.350467,0.528274,0.763894,0.350467,0.528274,0.763894,0.350467,0.528274,0,51.456292,0,0.771161,0.327103,0.548401,66.545455
0.945748,2128,532,133,0.962042,0.133236,0.853475,0.962042,0.133236,0.853475,0.962042,0.133236,0.853475,0.809963,0.720351,0.194245,0.052709,0.973905,0.121523,0.866337,0.973905,0.121523,0.866337,0.973905,0.121523,0.866337,0.1347,92,19,?,?,?,19,?,?,3.277778,?,?,?,3.277778,?,?,2,?,?,?,2,?,?,0.011713,8,0.992159,0.089312,0.901965,16,19,36,683,121,2337,0,36,0.444444,0.17716,0.095046,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.943608,0.265007,0.705221,0.943608,0.265007,0.705221,0.943608,0.265007,0.705221,0.903596,0.185944,0.796019,0.903596,0.185944,0.796019,0.903596,0.185944,0.796019,2.884551,?,2.884551,0.961616,0.11713,0.871345,90.879121
0.786885,36456,18228,1519,0.495802,0.264706,0,0.495802,0.264706,0,0.495802,0.264706,0,0.660494,0.261438,0.19479,0.013072,0.538519,0.267974,0.068804,0.538519,0.267974,0.068804,0.538519,0.267974,0.068804,0.735294,225,12,49,11.730877,52.457516,12,2.983823,10.803452,7,40,5.570742,28.24183,7,1.565164,8.996553,2,31,-0.589393,4.026144,2,0.146505,7.189654,0.264706,81,0.697805,0.248366,0.197017,1,2,4,306,0,0,2,2,0.25,0,0,0.5,0.5,-0.589393,4.026144,0.146505,7.189654,5.570742,28.24183,1.565164,8.996553,11.730877,52.457516,2.983823,10.803452,0.516022,0.284314,0.017276,0.516022,0.284314,0.017276,0.516022,0.284314,0.017276,0.531934,0.356209,0.073963,0.531934,0.356209,0.073963,0.531934,0.356209,0.073963,7.071068,12.727922,7.071068,0.563759,0.343137,0.086022,67.191011
0.999783,1227171729116,1914464476,2083204,0.794157,0.209302,0.549772,0.940164,0.215605,0.583466,0.897998,0.098892,0.792698,0.794157,0.209302,0.549772,0.012606,0.910779,0.093675,0.801524,0.910071,0.09411,0.800642,0.912486,0.090632,0.808308,0.605955,2788,2,2161,1480.64205,283.289285,2,31.062064,606.347851,2,264.807018,241.170019,6.15077,2,11.186639,15.193998,2,38,5.257394,0.005444,2,1.591674,0.076274,0.394045,1813,0.935231,0.202347,0.605321,1,2,58,4601,0,0,57,1,0.017241,0,0,0.982759,0.017241,50.655931,0.064794,5.850723,0.316958,127.376529,0.102852,9.724848,0.444055,299.072373,0.244131,13.646188,0.843745,0.799616,0.218865,0.536457,0.865986,0.185612,0.605231,0.901774,0.134101,0.712391,0.779485,0.230602,0.527813,0.848068,0.16692,0.656948,0.891972,0.16366,0.658246,0,312.164474,0,0.893733,0.107368,0.775168,89.7313
0.999373,572040,114408,19068,0.771748,0.376176,0.412231,0.989992,0.051411,0.917201,0.945776,0.161755,0.750121,0.771748,0.376176,0.412231,0.019436,0.937417,0.127586,0.792505,0.937417,0.127586,0.792505,0.937417,0.127586,0.792505,0.518809,1655,3178,0,0,0,3178,0,0,55.935484,0,0,0,55.935484,0,0,3,0,0,0,3,0,0,0.240439,767,0.992879,0.045768,0.925651,0,3,62,3190,0,0,0,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.499734,0.481191,0,0.499734,0.481191,0,0.499734,0.481191,0,0.628275,0.480878,0.000833,0.777301,0.378683,0.379144,0.814608,0.354232,0.439188,403.002985,0,403.002985,0.861726,0.268966,0.597626,73.305352
0.926667,89700,29900,1196,0.607195,0.529801,0.209062,0.607195,0.529801,0.209062,0.607195,0.529801,0.209062,0.581772,0.609272,0.09398,0.039735,0.6848,0.463576,0.305108,0.6848,0.463576,0.305108,0.6848,0.463576,0.305108,0.344371,52,3,46,-0.347474,27.86755,3,0.870167,12.893758,2.333333,32.333333,-0.667683,16.538631,2.333333,0.453387,8.914484,2,25,-1.154209,8.10596,2,-0.008313,6.825779,0.324503,49,0.694098,0.443709,0.336416,2,3,6,151,0,0,3,3,0.333333,0,0,0.5,0.5,-1.154209,8.10596,-0.008313,6.825779,-0.501366,13.642384,0.498306,7.023914,-0.347474,27.86755,0.870167,12.893758,0.629167,0.496689,0.256841,0.629167,0.496689,0.256841,0.629167,0.496689,0.256841,0.713529,0.397351,0.403869,0.713529,0.397351,0.403869,0.713529,0.397351,0.403869,0.57735,11.846237,0.57735,0.697331,0.423841,0.363666,60.97561
0.536424,27788488,677768,13832,0.786078,0.227723,0.540091,0.786078,0.227723,0.540091,0.786078,0.227723,0.540091,0.735573,0.250825,0.493734,0.046205,0.771322,0.260726,0.477164,0.771322,0.260726,0.477164,0.771322,0.260726,0.477164,0.544554,165,4,152,4.505423,246.264026,4,1.26972,51.830751,2.625,62.833333,1.108898,97.269182,2.625,0.595246,17.242572,2,4,-0.542167,0.674497,2,-0.53741,0.938202,0.455446,138,0.903645,0.168317,0.659663,3,2,14,303,7,7,6,8,0.214286,0.023102,0.00165,0.428571,0.571429,-0.182019,0.948327,-0.2862,1.105357,0.588143,92.99505,0.928585,13.310122,2.308216,173.801155,1.205773,30.136559,0.796574,0.257426,0.466477,0.796574,0.257426,0.466477,0.796574,0.257426,0.466477,0.731664,0.277228,0.446359,0.731664,0.277228,0.446359,0.731664,0.277228,0.446359,0.744024,51.758735,0.744024,0.777031,0.221122,0.552358,74.318182
0.998955,81,27,9,0.743514,0.23904,0.419222,0.743514,0.23904,0.419222,0.743514,0.23904,0.419222,0.667842,0.300626,0.339968,0.010438,0.849325,0.185804,0.577195,0.849325,0.185804,0.577195,0.849325,0.185804,0.577195,0.653445,626,3,?,?,?,3,?,?,2.9,?,?,?,2.9,?,?,2,?,?,?,2,?,?,0.346555,332,0.746146,0.287056,0.3143,1,2,10,958,0,0,0,10,0.1,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.825426,0.203549,0.529614,0.825426,0.203549,0.529614,0.825426,0.203549,0.529614,0.770363,0.229645,0.497927,0.770363,0.229645,0.497927,0.770363,0.229645,0.497927,0.316228,?,0.316228,0.996273,0.028184,0.936743,98.450704
0.996587,12796614,412794,10863,0.799052,0.210884,0.542654,0.799052,0.210884,0.542654,0.799052,0.210884,0.542654,0.788815,0.180272,0.596593,0.047619,0.745885,0.207483,0.549102,0.745885,0.207483,0.549102,0.745885,0.207483,0.549102,0.639456,188,4,153,4.57847,250.848708,4,1.548824,67.657711,2.625,50.666667,1.295435,95.162434,2.625,0.66986,19.599081,2,1,-0.589819,0,2,-0.284261,0,0.360544,106,0.893567,0.170068,0.631172,3,2,14,294,293,782,6,8,0.214286,0.996599,0.18999,0.428571,0.571429,-0.546178,0.439541,-0.18559,0.681486,0.810318,90.205074,0.73827,12.71919,3.379606,167.059447,1.491105,34.60674,0.790621,0.227891,0.494327,0.790621,0.227891,0.494327,0.790621,0.227891,0.494327,0.755854,0.244898,0.466694,0.755854,0.244898,0.466694,0.755854,0.244898,0.466694,0.744024,55.773351,0.744024,0.776897,0.214286,0.543726,79.529412
0.888889,640,160,40,0.6,0.4,0.2,0.6,0.4,0.2,0.6,0.4,0.2,0.5,0.5,0,3.3,0.4,0.6,-0.2,0.4,0.6,-0.2,0.4,0.6,-0.2,0.5,5,8,?,?,?,8,?,?,2.393939,?,?,?,2.393939,?,?,1,?,?,?,1,?,?,0.5,5,0.72,0.3,0.4,18,2,33,10,7,51,0,33,0.545455,0.7,0.154545,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.4,0.6,-0.2,0.4,0.6,-0.2,0.4,0.6,-0.2,0.76,0.2,0.6,0.76,0.2,0.6,0.76,0.2,0.6,1.39058,?,1.39058,0.5,0.5,0,60
0.494424,24973920,609120,12960,0.799,0.185185,0.625,0.799,0.185185,0.625,0.799,0.185185,0.625,0.723333,0.266667,0.463576,0.051852,0.772444,0.2,0.595674,0.772444,0.2,0.595674,0.772444,0.2,0.595674,0.555556,150,2,144,4.895599,249.659259,2,1.991971,51.686237,2,29.538462,0.115145,46.03604,2,0.426963,8.439217,2,2,-2.005358,0.148148,2,-0.878767,0.355906,0.444444,120,0.896056,0.177778,0.64,1,2,14,270,0,0,13,1,0.071429,0,0,0.928571,0.071429,-1.452479,0.674074,-0.345676,0.542671,-0.296548,1.585185,0.543151,0.997891,1.341207,92.888889,1.196806,13.485337,0.792306,0.251852,0.490849,0.792306,0.251852,0.490849,0.792306,0.251852,0.490849,0.704167,0.296296,0.404959,0.704167,0.296296,0.404959,0.704167,0.296296,0.404959,0,43.756172,0,0.729167,0.27037,0.455675,76.962025
